Ticker,Trailing P/E,Forward P/E,P/B,PEG Ratio,ROE,ROA,Debt/Equity,Current Ratio,Quick Ratio,Profit Margin,Operating Margin,Gross Margin,Revenue Growth,Earnings Growth,Trailing EPS,Forward EPS,Market Cap,Enterprise Value,Dividend Yield,Payout Ratio,Beta,Sector,Industry,Shares Outstanding,Float Shares,Book Value Per Share,P/S,EV/Revenue,EV/EBITDA,Insider Ownership,Institutional Ownership,Short Ratio,Most Recent Quarter,Earnings Date
STZ,14.690947,11.376474,3.017892,2.61,0.22636999,0.08507,133.573,1.08,0.39,0.18456,0.26685,0.51651,-0.113,,9.61,12.40982,24314677248,36216483840.0,2.86,0.4246,0.384,Consumer Defensive,Beverages - Brewers,172172544,155134349.0,46.781,2.66054,3.963,10.702,0.12876001,0.88224,3.89,2026-02-28,2026-06-30
STZ,12.654285,10.73736,2.7596734,2.53,0.2369,0.08574,123.205,0.913,0.247,0.20143999,0.35931,0.5272,-0.033,0.307,10.5,12.37455,22694772736,33419286528.0,3.1,0.38950002,0.382,Consumer Defensive,Beverages - Brewers,170752511,153771174.0,48.147,2.5058544,3.69,9.67,0.12933,0.88522005,3.14,2026-05-31,2026-06-30
SW,31.7594,13.360029,1.2004775,0.26,0.03911,0.031689998,81.007,1.478,0.755,0.02242,0.061739996,0.19382,0.005,-0.33,1.33,3.16167,22144487424,36086259712.0,4.28,1.2955999,1.054,Consumer Cyclical,Packaging & Containers,524253964,519819202.0,35.186,0.71023726,1.157,7.512,0.00513,0.96427,5.11,2025-12-31,2026-04-30
SW,61.527775,13.180248,1.2848773,0.26,0.02113,0.03013,78.831,1.443,0.75,0.01217,0.06795,0.19027,0.007,-0.836,0.72,3.36109,23233757184,36808478720.0,4.08,2.4232001,0.935,Consumer Cyclical,Packaging & Containers,524464078,520610164.0,34.478,0.74383724,1.178,7.717,0.0051499996,1.02556,4.33,2026-03-31,2026-07-29
SWK,26.920752,11.683704,1.2215126,1.39,0.04522,0.03405,70.024,1.14,0.229,0.02656,0.10351,0.30628002,-0.01,-0.193,2.65,6.10594,11078133760,17123668992.0,4.65,1.2452999,1.201,Industrials,Tools & Accessories,155286429,154608026.0,58.403,0.7321772,1.132,10.155,0.0029300002,0.94581,3.68,2026-01-03,2026-04-29
SWK,36.954918,14.483186,1.5613853,1.39,0.04165,0.03329,77.606,1.138,0.31,0.024360001,0.06437,0.30622998,0.027,-0.348,2.44,6.22584,14017428480,20650227712.0,3.68,1.3566,1.164,Industrials,Tools & Accessories,155455564,154964324.0,57.75,0.92024976,1.356,12.354,0.0030399999,0.96602994,3.71,2026-04-04,2026-07-29
SWKS,22.601534,11.797174,1.535758,1.69,0.06485,0.03714,20.714,2.396,1.511,0.097270004,0.14709,0.41132,-0.031,-0.47,2.61,5.00035,8872448000,8504739328.0,4.81,1.0805,1.3,Technology,Semiconductors,150405963,149656330.0,38.411,2.1886744,2.098,8.993,0.0041,1.08227,6.55,2026-01-02,2026-02-03
SWKS,24.729164,11.558273,1.5481532,1.28,0.06171,0.03537,20.632,2.376,1.336,0.08931,0.07704,0.41075,-0.01,-0.449,2.4,5.13485,8926594048,8694393856.0,4.79,1.1791999,1.497,Technology,Semiconductors,150405963,149676494.0,38.336,2.2072036,2.15,9.564,0.00399,1.1502,5.18,2026-04-03,2026-07-28
SYF,8.441811,7.5596013,1.7508492,3.89,0.21304001,0.029779999,,,,0.36408,0.48533002,0.0,0.05,0.078,9.28,10.36298,28215803904,28661692416.0,1.53,0.123900004,1.381,Financial Services,Credit Services,347596279,345336903.0,44.744,2.8921487,2.938,,0.00421,1.0758799,3.66,2025-12-31,2026-04-21
SYF,7.6211185,6.9930334,1.6263504,0.95,0.2178,0.02957,,,,0.36393002,0.48032,0.0,0.061,0.201,9.66,10.52762,24763578368,21897357312.0,1.63,0.1242,1.308,Financial Services,Credit Services,336370242,334838651.0,45.267,2.5033946,2.214,,0.00342,1.07836,5.15,2026-03-31,2026-07-21
SYK,40.82283,20.504002,5.857304,1.63,0.15079,0.079229996,72.971,1.893,1.044,0.12923999,0.27235,0.65042,0.114,0.559,8.41,16.74405,131486154752,143644672000.0,1.03,0.4048,0.926,Healthcare,Medical Devices,382984253,346551383.0,58.614,5.235155,5.719,20.671,0.053740002,0.82107,1.95,2025-12-31,2026-04-30
SYK,37.021988,19.132824,5.336414,1.52,0.152,0.07716,66.295,2.112,1.035,0.13205,0.17824,0.64697,0.026,0.142,8.64,16.71839,122625605632,134894608384.0,1.1,0.39810002,0.778,Healthcare,Medical Devices,383360762,347566368.0,59.941,4.852616,5.338,19.499,0.05366,0.82632005,2.61,2026-03-31,2026-07-30
SYY,20.557951,15.217264,15.999579,1.03,0.82345,0.08505,640.248,1.295,0.709,0.021760002,0.03988,0.18462999,0.03,-0.012,3.71,5.01207,36528037888,50326040576.0,2.83,0.5741,0.693,Consumer Defensive,Food Distribution,478178260,477546539.0,4.767,0.4419819,0.609,11.141,0.00207,0.90033996,2.12,2025-12-27,2026-04-28
SYY,22.691668,16.493235,17.00458,1.6,0.81894994,0.08294,670.44,1.329,0.763,0.02079,0.03748,0.18537001,0.047,-0.135,3.6,4.95294,39062736896,52560736256.0,2.69,0.6,0.641,Consumer Defensive,Food Distribution,478182608,476762406.0,4.804,0.46744213,0.629,11.514,0.00141,0.89592004,4.07,2026-03-28,2026-08-04
T,8.720395,10.415766,1.6878899,1.49,0.18805,0.040749997,124.179,0.906,0.605,0.17472,0.18416001,0.59554,0.036,-0.056,3.04,2.54518,185585303552,344870289408.0,4.19,0.2738,0.539,Communication Services,Telecom Services,6982145528,6985875989.0,15.706,1.4770255,2.745,7.795,0.00086000003,0.68154997,2.71,2025-12-31,2026-04-22
T,7.343434,8.541017,1.3852016,1.52,0.18370001,0.041160002,127.233,0.918,0.523,0.16938,0.22723,0.59414,0.029,-0.113,2.97,2.55356,151543267328,319918276608.0,5.09,0.3737,0.422,Communication Services,Telecom Services,6948338835,6933608357.0,15.745,1.1977054,2.528,7.203,0.00084,0.69263,2.06,2026-03-31,2026-07-22
TAP,,8.900289,0.83162373,4.42,-0.18172,0.0429,61.772,0.553,0.352,-0.19205,0.13559,0.38369,-0.027,-0.125,-10.75,5.00995,8395641856,14224334848.0,4.31,0.35900003,0.499,Consumer Defensive,Beverages - Brewers,175639344,168692197.0,53.618,0.7535941,1.277,6.019,0.1266,0.98175,6.05,2025-12-31,2026-04-30
TAP,,8.220559,0.7644038,3.92,-0.18080999,0.04492,62.567,0.535,0.281,-0.18854,0.124239996,0.38622,0.02,0.356,-10.55,4.97898,7676477440,14001777664.0,4.69,0.35900003,0.419,Consumer Defensive,Beverages - Brewers,175215417,168312341.0,53.545,0.68614715,1.252,5.727,0.127,1.00299,8.03,2026-03-31,2026-08-06
TDG,40.651253,27.54425,-7.7015457,3.13,,0.117819995,,2.75,1.736,0.22239,0.45602,0.59693,0.139,-0.129,31.14,45.95805,71488757760,99011756032.0,,0.0,0.955,Industrials,Aerospace & Defense,56473563,56195148.0,-164.367,7.8472843,10.868,21.32,0.00397,0.97398,2.55,2025-12-27,2026-02-03
TDG,37.879913,25.85603,-7.388527,3.05,,0.11769,,3.516,2.427,0.21909,0.46659002,0.59718,0.183,0.115,32.06,46.96893,67927425024,96047423488.0,,0.0,0.884,Industrials,Aerospace & Defense,55933583,55648881.0,-164.367,7.1479983,10.107,19.8,0.00403,0.98119,2.81,2026-03-28,2026-05-05
TDY,33.67744,24.714148,2.793077,1.4,0.08926,0.04921,25.13,1.643,0.924,0.14632,0.20604,0.42758,0.073,0.391,18.88,25.72737,29449918464,31732006912.0,,0.0,1.008,Technology,Scientific & Technical Instruments,46317285,45827440.0,227.645,4.8156977,5.189,21.197,0.00851,0.97964996,3.75,2025-12-28,2026-04-22
TDY,32.161945,24.41215,2.750526,1.4,0.09049,0.04893,23.133,1.756,1.009,0.14987001,0.19031,0.42873,0.076,0.216,19.76,26.03294,29443092480,31397994496.0,,0.0,0.924,Technology,Scientific & Technical Instruments,46329138,45852411.0,231.054,4.729358,5.043,20.411,0.00856,1.00376,4.7,2026-03-29,2026-07-22
TECH,111.75472,27.366943,4.591117,0.76,0.03966,0.06518,17.449,4.539,2.593,0.06672,0.1967,0.66605,-0.004,0.091,0.53,2.16429,9266728960,9438078976.0,0.54,0.6038,1.486,Healthcare,Biotechnology,156453292,154571159.0,12.901,7.623311,7.764,28.554,0.00291,1.1364,6.41,2025-12-31,2026-05-06
TECH,103.02858,35.261677,5.4131956,0.97,0.053400002,0.07452,13.922,4.489,2.797,0.09049,0.25191,0.66399,-0.015,1.286,0.7,2.04528,11237064704,11367946240.0,0.44,0.4571,1.289,Healthcare,Biotechnology,155810652,155961264.0,13.323,9.28061,9.389,31.056,0.00306,1.18334,2.32,2026-03-31,2026-05-06
TEL,35.466858,19.824547,5.5666375,1.43,0.16097,0.09392,45.691,1.651,0.931,0.11406,0.20903999,0.35689,0.217,0.444,6.94,12.41592,72250826752,77125910528.0,1.18,0.40060002,1.259,Technology,Electronic Components,293434273,292900223.0,44.217,3.9928615,4.262,17.075,0.00118,0.93991,3.42,2025-12-26,2026-04-22
TEL,20.745918,16.105421,4.4880795,0.93,0.22719999,0.0955,43.798,1.888,1.046,0.15543,0.20341,0.36071998,0.145,71.5,9.8,12.6237,59345334272,64244334592.0,1.47,0.2901,1.169,Technology,Electronic Components,291895799,291364549.0,45.3,3.1742263,3.436,13.579,0.00159,0.9771,3.47,2026-03-27,2026-07-22
TER,109.93642,45.1428,21.23723,2.1,0.19734,0.108339995,10.131,1.748,0.994,0.17368001,0.3035,0.58224,0.439,0.814,3.46,8.42615,59552075776,59511992320.0,0.14,0.1383,1.794,Technology,Semiconductor Equipment & Materials,156559428,156228748.0,17.911,18.668222,18.656,73.289,0.00209,0.98638,1.59,2025-12-31,2026-04-28
TER,59.917286,32.770447,16.051138,1.28,0.2875,0.15835,2.621,2.147,1.337,0.22553,0.37614,0.58702,0.87,3.148,5.38,9.83676,50462150656,50298949632.0,0.16,0.090900004,1.742,Technology,Semiconductor Equipment & Materials,156542162,156214989.0,20.083,13.325669,13.283,43.306,0.00264,0.97391,1.71,2026-03-29,2026-07-28
TFC,11.962872,9.442921,1.0154428,1.18,0.08579001,0.010190001,,,,0.29624,0.38990003,0.0,0.052,0.253,4.04,5.11812,60213350400,91487051776.0,4.23,0.5149,0.884,Financial Services,Banks - Regional,1245879275,1242639989.0,47.595,3.2273867,4.904,,0.00178,0.77147,4.83,2026-03-31,2026-07-17
TFC,12.068966,10.422291,1.103057,1.28,0.09059,0.010620001,,,,0.30692,0.39815,0.0,0.082,0.367,4.35,5.03728,64135364608,90400366592.0,3.96,0.4782,0.875,Financial Services,Banks - Regional,1221626000,1218376475.0,47.595,3.3705783,4.751,,0.00174,0.7716,2.85,2026-06-30,2026-10-16
TGT,15.650676,14.834851,3.5644453,2.34,0.24034001,0.05264,125.518,0.942,0.344,0.03536,0.049089998,0.27934,-0.015,-0.05,8.13,8.5771,57789386752,72423342080.0,3.58,0.556,1.011,Consumer Defensive,Discount Stores,454176247,451501551.0,35.697,0.5515307,0.691,8.972,0.00278,0.876,3.34,2026-01-31,2026-05-20
TGT,18.441216,15.644665,3.8672504,2.59,0.22015,0.056750003,117.548,0.932,0.182,0.03243,0.0452,0.28139,0.067,-0.247,7.57,8.92317,63405080576,79143075840.0,3.32,0.59970003,0.981,Consumer Defensive,Discount Stores,454191112,452792203.0,36.098,0.59604126,0.744,9.485,0.00265,0.87472,3.94,2026-05-02,2026-08-19
TJX,30.94045,26.538027,16.371141,3.32,0.59129,0.13289,132.375,1.138,0.512,0.091000006,0.13267,0.30963,0.085,0.279,4.87,5.67789,166624083968,174033223680.0,1.27,0.3388,0.637,Consumer Cyclical,Apparel Retail,1105814263,1104021491.0,9.204,2.7599564,2.883,20.657,0.00168,0.93814003,3.77,2026-01-31,2026-05-20
TJX,30.050585,26.819792,16.40748,3.3,0.6125,0.13871999,136.307,1.139,0.489,0.09402,0.11771,0.31351998,0.092,0.293,5.14,5.75918,170632642560,179232653312.0,1.24,0.3307,0.623,Consumer Cyclical,Apparel Retail,1104704446,1102141532.0,9.414,2.7707303,2.91,20.287,0.00154,0.93908,2.62,2026-05-02,2026-08-19
TKO,82.80444,49.817772,3.8766932,1.46,0.056339998,0.03638,43.924,1.261,0.776,0.04127,0.09766,0.59808,0.119,,2.25,3.73983,14704024576,23270541312.0,1.67,1.0177,0.406,Communication Services,Entertainment,77966338,64607586.0,48.059,3.1052916,4.914,16.914,0.17046,0.98794997,6.03,2025-12-31,2026-05-06
TKO,69.07836,39.710255,4.1108027,1.3,0.06736,0.03852,58.229,1.339,0.74,0.044699997,0.21215001,0.59119,0.259,0.63,2.68,4.66202,35383209984,23205314560.0,1.68,1.0037,0.621,Communication Services,Entertainment,74967673,61424013.0,45.035,6.9882727,4.583,16.11,0.1768,1.03432,5.21,2026-03-31,2026-08-03
TMO,29.667604,19.400991,3.7096002,1.95,0.13024001,0.05031,77.255,1.89,1.361,0.15045999,0.21170999,0.41076002,0.072,0.093,17.75,27.14294,195695804416,227006595072.0,0.33,0.096999995,0.972,Healthcare,Diagnostics & Research,371621362,370551819.0,141.956,4.3921313,5.095,20.381,0.00166,0.95435,1.9,2025-12-31,2026-04-23
TMO,29.241077,19.536886,3.8102324,1.76,0.13523,0.04997,82.903,1.526,0.967,0.15151,0.17892,0.40932,0.062,0.113,18.21,27.25511,197880987648,237913997312.0,0.35,0.0968,0.868,Healthcare,Diagnostics & Research,371621465,370666398.0,139.75,4.3781886,5.264,21.062,0.0015199999,0.93917,2.33,2026-03-28,2026-07-23
TMUS,20.31552,14.118792,3.6958716,0.76,0.18177,0.05678,208.851,0.998,0.669,0.124469995,0.18365,0.63165003,0.113,-0.266,9.73,14.00049,221095198720,335853223936.0,2.06,0.3765,0.422,Communication Services,Telecom Services,1101862739,515484445.0,53.484,2.5036542,3.803,10.233,0.55806,0.42462003,3.92,2025-12-31,2026-04-28
TMUS,20.449522,13.369238,3.7394092,0.76,0.18024999,0.05865,218.569,1.087,0.704,0.116459996,0.2401,0.63281,0.106,-0.12,9.41,14.39349,208248635392,326862667776.0,2.12,0.4038,0.319,Communication Services,Telecom Services,1082204717,495822913.0,51.46,2.3003275,3.611,9.646,0.55068,0.45554,3.18,2026-03-31,2026-07-23
TPL,60.628407,5.7792664,19.967867,7.33,0.37152,0.25817,1.219,4.398,4.266,0.60308,0.70641,0.93294,0.139,0.043,6.97,73.12,29133320192,29006301184.0,0.57,0.3061,0.773,Energy,Oil & Gas E&P,68941554,58818866.0,21.163,36.49923,36.34,44.246,0.0016500001,0.73375,7.68,2025-12-31,2026-05-06
TPL,57.180195,5.685175,18.428053,7.33,0.36466,0.25188,1.156,4.227,4.164,0.60025,0.77222,0.93242997,0.208,0.183,7.27,73.12,28672671744,28443086848.0,0.58,0.3018,0.594,Energy,Oil & Gas E&P,68974429,58557221.0,22.558,34.173798,33.9,41.207,0.0016500001,0.7503,8.68,2026-03-31,2026-08-05
TPR,60.173748,21.62385,57.318867,0.35,0.55337,0.15020001,715.475,1.626,0.96,0.0695,0.28764,0.75981003,0.14,0.942,2.59,7.20732,31894667264,34420047872.0,1.03,0.5814,1.61,Consumer Cyclical,Luxury Goods,202464223,201508592.0,2.719,4.244247,4.58,18.981,0.00341,0.98225,5.9,2025-12-27,2026-05-07
TPR,43.12805,18.184929,41.93893,0.29,0.60914004,0.16443,574.912,1.841,1.107,0.08442,0.22415,0.76177,0.212,0.737,3.28,7.77897,28581246976,31435845632.0,1.13,0.47259998,1.444,Consumer Cyclical,Luxury Goods,202044714,201078940.0,3.373,3.640552,4.004,15.954,0.00319,0.98371005,5.51,2026-03-28,2026-05-07
TRGP,27.705883,20.466497,16.47775,1.25,0.51381,0.086840004,548.63,0.666,0.463,0.11293,0.22621,0.38292,-0.079,0.745,8.5,11.50661,50621145088,68131647488.0,1.8,0.44169998,0.811,Energy,Oil & Gas Midstream,214801969,211712474.0,14.292,2.9727657,4.001,14.058,0.01393,0.95932996,2.78,2025-12-31,2026-05-07
TRGP,28.897856,23.712654,19.36811,1.25,0.74097997,0.09126,585.249,0.718,0.528,0.12874,0.20899999,0.41766,-0.102,1.429,9.79,11.93076,60724908032,79889104896.0,1.77,0.4086,0.704,Energy,Oil & Gas Midstream,214643903,211299751.0,14.607,3.666631,4.824,15.312,0.013780001,0.97238,3.7,2026-03-31,2026-08-06
TRMB,39.36932,17.13729,2.80186,3.88,0.07322,0.041100003,26.749,1.085,0.738,0.118190005,0.22499001,0.71081,-0.014,0.805,1.76,4.04323,16208968704,17516668928.0,,0.0,1.536,Technology,Scientific & Technical Instruments,232088731,232691921.0,24.73,4.518431,4.883,21.414,0.00373,1.01571,2.9,2026-01-02,2026-02-10
TRMB,27.602095,12.932092,2.1668723,1.47,0.08252,0.046529997,25.062,1.014,0.62,0.12375,0.15874,0.71480006,0.118,0.556,1.91,4.07668,12289639424,13468339200.0,,0.0,1.383,Technology,Scientific & Technical Instruments,233111519,231836399.0,24.33,3.3335972,3.653,15.536,0.00402,0.9859,3.24,2026-04-03,2026-05-06
TROW,10.495671,10.144415,1.9517791,12.03,0.18791,0.106479995,3.891,6.234,6.234,0.28533,0.32217,0.5127,0.06,0.036,9.24,9.55994,21148710912,19432609792.0,5.36,0.5498,1.523,Financial Services,Asset Management,217605891,213763780.0,49.688,2.891222,2.657,6.832,0.0178,0.86476,8.88,2025-12-31,2026-04-30
TROW,12.591202,11.298549,2.3397002,6.71,0.18688999,0.10848,3.87,5.545,5.545,0.28278,0.37183997,0.51999,0.053,0.037,9.32,10.38629,25144186880,22971785216.0,4.43,0.5483,1.497,Financial Services,Asset Management,214266606,210054125.0,50.156,3.3942394,3.101,7.844,0.01768,0.89843005,11.53,2026-03-31,2026-07-31
TRV,9.158286,10.778273,2.0459018,2.36,0.25272,0.04442,28.975,0.335,0.204,0.15537,0.18744,0.32878,0.01,3.576,33.61,28.55838,65454161920,67517370368.0,1.63,0.1313,0.495,Financial Services,Insurance - Property & Casualty,212644693,211407101.0,150.452,1.3373823,1.38,6.385,0.0026699998,0.87921995,4.37,2026-03-31,2026-07-17
TRV,9.921485,12.692623,2.3238738,2.36,0.26511,0.04775,27.378,0.323,0.19,0.16951999,0.23698,0.34730998,0.003,0.571,37.19,29.07043,78461640704,80967008256.0,1.36,0.1223,0.473,Financial Services,Insurance - Property & Casualty,212644693,207356944.0,158.778,1.6019444,1.653,7.053,0.0026699998,0.87851,3.72,2026-06-30,2026-07-17
TSCO,21.849514,18.771452,9.1894655,1.82,0.45183998,0.08844,230.228,1.342,0.085,0.07061,0.07637,0.36424,0.033,-0.022,2.06,2.39779,23691071488,29439832064.0,2.13,0.4466,0.747,Consumer Cyclical,Specialty Retail,526006314,524566955.0,4.898,1.5260887,1.896,15.01,0.00245,0.99539,5.19,2025-12-27,2026-04-21
TSCO,15.029557,13.807616,6.378842,1.35,0.45504,0.08229999,254.949,1.38,0.08,0.06909,0.06499,0.36425,0.036,-0.081,2.03,2.20965,16000957440,22185465856.0,3.15,0.45810002,0.456,Consumer Cyclical,Specialty Retail,524449616,522655998.0,4.783,1.0224816,1.418,11.364,0.0024899999,0.95023,2.01,2026-03-28,2026-07-23
TSLA,370.94443,145.4885,18.295658,5.87,0.049250003,0.02095,17.763,2.164,1.538,0.040009998,0.047030002,0.18027,-0.031,-0.606,1.08,2.75362,1503299239936,1474687270912.0,,0.0,1.915,Consumer Cyclical,Auto Manufacturers,3752431984,2812635394.0,21.897,15.853071,15.551,140.406,0.1113,0.44684,1.06,2025-12-31,2026-04-22
TSLA,346.21817,149.10927,17.392338,4.77,0.04901,0.022330001,18.738,2.043,1.43,0.03946,0.04203,0.19065,0.158,0.083,1.1,2.5541,1430329884672,1402162905088.0,,0.0,1.802,Consumer Cyclical,Auto Manufacturers,3755723871,2625401215.0,21.897,14.613246,14.325,126.389,0.18737,0.45597,1.66,2026-03-31,2026-07-22
TSN,115.75,14.724589,1.266263,1.06,0.012560001,0.02173,46.039,1.533,0.598,0.0036300002,0.02913,0.06151,0.051,-0.762,0.56,4.40216,22821758976,30045759488.0,3.15,3.5893,0.434,Consumer Defensive,Farm Products,282069961,274857486.0,51.19,0.4139551,0.545,11.619,0.02625,0.92200994,3.0,2025-12-27,2026-05-04
TSN,45.48819,12.892643,1.1240175,1.04,0.02619,0.0247,44.41,1.83,0.598,0.00813,0.0364,0.06385,0.044,36.022,1.27,4.48085,20342515712,28028516352.0,3.53,1.5906,0.391,Consumer Defensive,Farm Products,282120397,274928552.0,51.396,0.36515018,0.503,10.343,0.02619,0.92006,2.49,2026-03-28,2026-08-03
TT,36.233635,28.262007,12.2908325,2.34,0.36956,0.11642,63.247,1.251,0.869,0.13688,0.15502,0.36161,0.056,-0.005,13.14,16.84629,105572155392,109076537344.0,0.88,0.2861,1.212,Industrials,Building Products & Equipment,221331905,220778575.0,38.737,4.9513483,5.116,25.891,0.00278,0.90276,2.62,2025-12-31,2026-04-30
TT,35.848972,27.50863,12.101346,2.0,0.36630002,0.11342,53.597,1.095,0.727,0.13415,0.15521,0.35924998,0.06,-0.021,13.11,17.08482,103891656704,107455053824.0,0.89,0.2956,1.195,Industrials,Building Products & Equipment,221055477,220496207.0,38.837,4.8091755,4.974,25.383,0.00265,0.91583,3.14,2026-03-31,2026-07-30
TTD,24.966667,9.4450655,4.304598,0.86,0.16317,0.060060002,17.563,1.611,1.553,0.15306,0.30335,0.78625,0.143,0.075,0.9,2.37902,10695203840,9828476928.0,,0.0,1.174,Communication Services,Advertising Agencies,426989140,422520065.0,5.22,3.6927333,3.393,14.242,0.02262,0.83711,2.8,2025-12-31,2026-02-25
TTD,21.125,8.656296,3.568823,0.89,0.16735001,0.06573,17.264,1.682,1.636,0.14571,0.09675,0.77832,0.118,-0.2,0.88,2.14757,8739314688,7756974592.0,,0.0,1.04,Communication Services,Advertising Agencies,426999732,418025056.0,5.209,2.9434023,2.613,10.929,0.023039998,0.89148,3.42,2026-03-31,2026-05-07
TTWO,,30.058922,12.610007,2.84,-0.86217004,-0.0027,100.449,1.137,1.011,-0.60449004,-0.020480001,0.59289,0.249,,-22.58,7.92244,44097683456,45249982464.0,,0.0,0.973,Communication Services,Electronic Gaming & Multimedia,185175456,184314390.0,18.885,6.72313,6.899,54.982,0.01362,0.94052005,4.25,2025-12-31,2026-05-21
TTWO,,23.658749,12.498283,3.31,-0.105579995,-0.00535,84.26,1.236,1.1,-0.0448,0.02328,0.57671,0.061,,-1.61,10.00391,43943583744,44912586752.0,,0.0,0.961,Communication Services,Electronic Gaming & Multimedia,185666663,184768036.0,18.937,6.601704,6.747,56.96,0.0135,0.94765,2.84,2026-03-31,2026-08-07
TXN,42.16881,28.794592,12.809052,1.81,0.30148,0.10925,90.819,4.353,2.708,0.28283,0.34027,0.57023996,0.104,-0.032,5.45,7.98136,209242701824,218471317504.0,2.47,1.0092,0.994,Technology,Semiconductors,910463377,905363577.0,17.942,11.833656,12.356,27.16,0.0028900001,0.9124,2.88,2025-12-31,2026-04-22
TXN,48.550426,29.667774,15.404892,1.37,0.32347,0.12161,83.741,4.456,2.827,0.29108,0.37824002,0.57322,0.186,0.313,5.85,9.57335,258484551680,267431559168.0,2.0,0.9504,1.31,Technology,Semiconductors,910092791,907899467.0,18.437,14.01912,14.504,30.863,0.00279,0.93934995,1.6,2026-03-31,2026-07-22
TXT,17.892578,12.557141,2.027757,1.17,0.12242,0.044650003,54.375,1.969,0.89,0.062230002,0.074250005,0.18035,0.156,0.744,5.12,7.29545,15955020800,18297020416.0,0.09,0.0156,0.971,Industrials,Aerospace & Defense,174098891,172922400.0,45.178,1.0781149,1.236,11.089,0.00708,0.91166,2.86,2026-01-03,2026-04-30
TXT,17.458017,12.557862,1.9875723,1.18,0.12254,0.04557,52.674,1.845,0.656,0.0615,0.08011,0.17836,0.118,0.106,5.24,7.28468,15907363840,18613364736.0,0.09,0.0153,0.905,Industrials,Aerospace & Defense,173888981,172616114.0,46.026,1.047364,1.226,11.053,0.0072399997,0.91619,3.89,2026-04-04,2026-07-28
TYL,47.6509,24.145197,3.9898682,1.71,0.08901,0.04141,17.355,1.05,1.002,0.13532,0.13159001,0.46464002,0.063,0.011,7.19,14.18957,14727206912,14272615424.0,,0.0,0.921,Technology,Software - Application,42453700,42742903.0,85.87,6.314348,6.119,32.827,0.00494,1.02824,3.76,2025-12-31,2026-04-29
TYL,44.070347,21.543709,3.811495,1.53,0.08930001,0.04676,1.348,1.001,0.898,0.13262,0.17035,0.46754003,0.086,0.022,7.25,14.83078,13144819712,13174530048.0,,0.0,0.821,Technology,Software - Application,41140555,39504159.0,83.828,5.521461,5.534,28.986,0.00504,1.03657,3.51,2026-03-31,2026-07-29
UAL,9.980392,7.085061,2.154771,6.5,0.23987,0.04231,203.089,0.645,0.56,0.056760002,0.09139,0.33963,0.048,0.081,10.2,14.36826,33049307136,51721216000.0,,0.0,1.286,Industrials,Airlines,324649382,320600403.0,47.244,0.55949396,0.876,6.669,0.00629,0.90478,1.83,2025-12-31,2026-04-21
UAL,7.9713774,6.3032627,1.8344998,6.5,0.25726998,0.041360002,195.081,0.698,0.606,0.06061,0.043470003,0.33795,0.106,0.845,11.18,14.13871,28925655040,45729652736.0,,0.0,1.206,Industrials,Airlines,324569728,321749217.0,48.58,0.47838676,0.756,5.8,0.00629,0.89759004,1.83,2026-03-31,2026-04-21
UAL,10.80618,7.508666,2.3596885,6.5,0.23252001,0.03381,201.641,0.78,0.688,0.05558,0.05534,0.31816,0.16,-0.172,10.68,15.37024,37458591744,54491213824.0,,0.0,1.258,Industrials,Airlines,324569728,321847531.0,48.909,0.59550714,0.866,7.685,0.0061000003,0.89285004,3.67,2026-06-30,2026-07-15
UBER,16.30444,17.972166,5.8973775,4.51,0.39925998,0.061529998,43.806,1.136,0.93,0.19326,0.12349,0.38497,0.201,-0.956,4.73,4.29108,158721916928,164432904192.0,,0.0,1.206,Technology,Software - Application,2036824858,2046384722.0,13.077,3.051347,3.161,26.051,0.00448,0.86706,3.17,2025-12-31,2026-05-06
UBER,17.980148,16.27382,5.961823,6.0,0.3531,0.06943,48.113,1.069,0.833,0.15907,0.14565,0.39635,0.145,-0.846,4.03,4.45255,147499499520,154888503296.0,,0.0,1.113,Technology,Software - Application,2035599013,2023873963.0,12.154,2.747397,2.885,22.064,0.00448,0.86139,2.38,2026-03-31,2026-08-05
UDR,31.221237,64.145454,3.568683,8.17,0.09378,0.020869998,144.726,0.156,0.001,0.21597,0.22202,0.66621,0.015,,1.13,0.55,13282533376,18498351104.0,4.93,1.5177001,0.72,Real Estate,REIT - Residential,328571965,295951340.0,9.886,7.5947714,10.577,17.869,0.00438,1.08108,4.21,2025-12-31,2026-04-29
UDR,27.047617,71.0,3.9959798,8.17,0.123500004,0.02214,142.368,0.223,0.003,0.27782,0.21954,0.66619,0.042,1.516,1.47,0.56,14731701248,19624867840.0,4.35,1.1701,0.695,Real Estate,REIT - Residential,324915653,292651529.0,9.95,8.338598,11.108,18.767,0.0044,1.10527,2.57,2026-03-31,2026-07-27
UHS,7.8999567,7.1239076,1.5309274,1.26,0.21326,0.08309,69.729,1.052,0.846,0.08574,0.1153,0.43889,0.091,0.427,23.09,25.60533,11142814720,16305135616.0,0.44,0.0346,1.295,Healthcare,Medical Care Facilities,53780983,50857682.0,119.15,0.64168876,0.939,6.241,0.055430003,0.97692,2.63,2025-12-31,2026-04-27
