Ticker,FiscalDate,Gross Margin (calc),Operating Margin (calc),Net Margin (calc),EBITDA Margin (calc),FCF Margin (calc),ROE (calc),ROA (calc),ROIC (calc),ROCE (calc),P/E (calc),P/S (calc),P/B (calc),P/FCF (calc),EV/EBITDA (calc),EV/Revenue (calc),EV/FCF (calc),Earnings Yield (calc),Debt/Equity (calc),Debt/Assets (calc),Net Debt/EBITDA (calc),Interest Coverage (calc),Current Ratio (calc),Quick Ratio (calc),Asset Turnover (calc),Receivables Turnover (calc),Cash Conversion Cycle (calc),Cash Conversion Ratio (calc),CapEx/Revenue (calc),SBC/Revenue (calc),Source
GDDY,2026-03-31,0.637619,0.246823,0.16939,0.27145,0.368537,0.90434,0.026317,0.059291,0.062732,58.214672,9.860975,52.645885,26.757054,43.702149,11.862948,32.189268,0.017178,16.216182,0.471905,7.315789,8.457672,0.67143,,0.155364,14.852286,,2.197111,0.003631,0.059436,quarterly
GE,2026-06-30,0.310983,0.191789,0.177555,0.249401,0.214264,0.134354,0.018563,0.059462,0.03457,152.71431,27.115142,20.517739,126.54997,111.878919,27.902676,130.225497,0.006548,1.085998,0.150049,2.947432,14.027907,0.981894,0.674186,0.104549,1.363571,515.365086,1.348101,0.025097,,quarterly
GEHC,2026-03-31,0.385305,0.10037,0.075814,0.147145,0.021828,0.036464,0.010478,0.020149,0.021052,73.753276,5.591507,2.689354,256.160933,49.319236,7.257069,332.464494,0.013559,0.99147,0.284902,10.427815,6.206186,1.222418,0.946535,0.138209,1.480808,124.164592,0.745501,0.034691,0.006821,quarterly
GEN,2026-03-31,0.784879,0.633671,0.399065,0.715511,0.371005,0.196093,0.032844,0.057574,0.062039,31.46305,12.555792,6.169698,33.842608,26.107931,18.680499,50.351009,0.031783,3.163539,0.529861,8.490196,6.146154,0.398893,,0.082302,5.939815,,0.935547,0.002338,0.048324,quarterly
GEV,2026-03-31,0.190726,0.019169,0.508139,0.055794,0.513065,0.340827,0.062755,0.009958,0.006505,59.907853,30.441504,20.418242,59.332657,536.254798,29.919549,58.315331,0.016692,0.201552,0.037111,,,0.893438,0.662827,0.123499,1.269267,517.376914,1.093361,0.042514,,quarterly
GILD,2026-03-31,0.792385,0.386782,0.290374,0.504167,0.348707,0.085945,0.035911,0.046154,0.060253,82.492832,23.953738,7.089858,68.693042,51.009121,25.717099,73.749899,0.012122,0.942973,0.394008,4.145341,11.75,1.967388,1.765383,0.123672,1.468045,569.173281,1.258783,0.01681,0.031322,quarterly
GIS,2026-05-31,0.347861,0.155198,-0.435591,-0.414418,0.079747,-0.272501,-0.066893,0.030533,-0.088174,-10.092589,4.39624,2.750245,55.127608,-12.170082,5.043498,63.244034,-0.099083,1.891917,0.464421,-6.849291,-11.229589,0.681758,0.398636,0.153568,2.799126,-89.566208,-0.274914,0.040003,0.002994,quarterly
GL,2026-03-31,,,0.173456,,0.253925,0.044461,0.008736,,,53.028711,9.198173,2.357699,36.223907,,11.007324,43.348638,0.018858,0.456659,0.089731,,11.537118,,,0.050366,,,1.555998,0.015972,,quarterly
GLW,2026-03-31,0.368726,0.154199,0.089527,0.236004,0.007239,0.031409,0.011871,0.023711,0.02451,358.660952,32.109849,11.265087,4435.440435,144.958294,34.210717,4725.640397,0.002788,0.840163,0.317538,7.380368,6.75,1.61021,1.05595,0.132595,1.54858,379.132529,0.975741,0.080116,0.027751,quarterly
GM,2026-03-31,0.114501,0.067073,0.060219,0.149803,-0.042087,0.041925,0.00935,0.012419,0.018818,26.109507,1.572292,1.09465,-37.358211,26.776079,4.011133,-95.305924,0.0383,2.038909,0.45469,16.519663,22.183544,1.152038,0.987447,0.15526,0.725471,386.692827,1.122954,0.10971,,quarterly
GNRC,2026-03-31,0.387247,0.110718,0.069148,0.158688,0.084851,0.027387,0.013097,0.022676,0.02557,172.70921,11.942501,4.730065,140.747016,81.970698,13.007804,153.302021,0.00579,0.556038,0.265897,5.759025,7.292859,2.027657,0.991218,0.1894,1.690699,659.519055,1.628397,0.02775,0.012689,quarterly
GOOG,2026-03-31,0.624454,0.361214,0.569429,0.768245,0.092051,0.130712,0.088899,0.057689,0.131501,67.492642,38.432286,8.82212,417.512312,49.30444,37.877866,411.489323,0.014816,0.189002,0.128543,0.467125,146.238274,1.922447,,0.15612,1.744409,,0.731727,0.324616,0.061431,quarterly
GOOGL,2026-03-31,0.624454,0.361214,0.569429,0.768245,0.092051,0.130712,0.088899,0.057689,0.131501,67.619387,38.504459,8.838687,418.29636,49.39772,37.949528,412.267826,0.014789,0.189002,0.128543,0.467125,146.238274,1.922447,,0.15612,1.744409,,0.731727,0.324616,0.061431,quarterly
GPC,2026-03-31,0.373342,0.054909,0.030094,0.067099,-0.005369,0.042127,0.008988,0.027905,0.026256,92.106088,2.77181,3.880135,-516.268919,55.68586,3.73649,-695.947432,0.010857,1.500154,0.320063,10.694953,6.583077,1.093202,0.477804,0.298664,2.472498,142.916491,0.339014,0.015571,0.001942,quarterly
GPN,2026-03-31,0.571128,-0.005269,-0.606084,0.297214,-0.185258,-0.075649,-0.028012,-0.000313,0.000361,-11.826999,7.16816,0.894705,-38.692874,45.200441,13.434203,-72.516228,-0.084552,0.990953,0.366931,20.071572,0.073747,0.791635,,0.046217,2.09772,,0.160467,0.088001,0.007235,quarterly
GRMN,2026-03-31,0.594409,0.246175,0.231013,0.27419,0.267678,0.043693,0.036985,0.039914,0.045072,118.814638,27.447675,5.191357,102.539774,94.936163,26.030593,97.245798,0.008416,0.018079,0.015304,,,4.3608,3.015381,0.1601,1.863513,968.544768,1.323172,0.037991,0.024707,quarterly
GS,2026-03-31,,,0.326813,,-1.882684,0.045854,0.002733,,,55.816662,18.241586,2.559396,-9.689138,,8.864023,-4.708184,0.017916,3.540723,0.211019,,,,,0.008362,0.082235,,-5.660391,0.032797,0.146862,quarterly
GWW,2026-03-31,0.399831,0.167229,0.117039,0.180936,0.119992,0.141221,0.058588,0.093754,0.109431,118.671666,13.88924,16.758976,115.751801,79.675726,14.416232,120.143714,0.008427,0.707634,0.293571,2.0,37.904762,2.686221,1.601637,0.500581,1.805101,351.616221,1.331532,0.03585,0.002952,quarterly
HAL,2026-03-31,0.144946,0.125694,0.085339,0.179193,0.014994,0.042764,0.018336,0.030864,0.034328,63.823668,5.446633,2.729379,363.243343,36.720771,6.580101,438.835883,0.015668,0.749629,0.321414,5.327479,6.471154,2.083258,1.538017,0.21486,1.039446,335.976533,0.592191,0.035542,,quarterly
HAS,2026-03-31,0.686263,0.270246,0.19836,0.315737,0.287742,0.306031,0.033455,0.0521,0.06713,58.158095,11.536259,17.798189,40.092308,44.592671,14.07955,48.931082,0.017195,5.588925,0.610981,8.659911,6.839713,1.654302,1.486478,0.168659,1.403592,259.814358,1.702117,0.04989,0.021096,quarterly
HBAN,2026-03-31,,,0.203265,,0.155461,0.016075,0.001833,,,70.736393,14.37821,1.137087,92.487834,,16.9744,109.18783,0.014137,0.720977,0.082198,,,,,0.009016,,,1.001912,0.048193,0.017489,quarterly
HCA,2026-03-31,0.417238,0.149825,0.084777,0.198912,0.046837,-0.25702,0.026363,0.055721,0.068046,50.828705,4.309095,-13.064018,92.002796,35.371875,7.035873,150.221784,0.019674,-7.908139,0.811147,12.387003,4.916096,0.833524,0.746235,0.310968,1.687478,113.872312,1.24321,0.058559,0.0045,quarterly
HD,2026-04-30,0.329965,0.119263,0.07875,0.145313,0.124219,0.237062,0.030481,0.055546,0.068967,102.734246,8.090337,24.354399,65.12971,65.912495,9.577946,77.105422,0.009734,4.552184,0.585307,8.552974,8.163666,1.044744,0.278021,0.387057,6.893052,221.300037,1.833992,0.020208,0.004262,quarterly
HIG,2026-03-31,,,0.119704,,0.141798,0.045317,0.009916,,,44.917741,5.376812,2.035554,37.918724,,5.420583,38.227407,0.022263,0.231457,0.050648,,22.14,,,0.082841,0.518001,,1.220794,0.004335,,quarterly
HII,2026-03-31,0.131655,0.048403,0.04808,0.092288,-0.149726,0.028949,0.011889,0.015148,0.021361,71.173196,3.422009,2.060386,-22.855186,46.572748,4.298098,-28.706478,0.01405,0.569458,0.233863,8.688811,9.545455,1.1906,1.105477,0.247267,7.633005,-14.845786,-2.61745,0.023879,0.006776,quarterly
HLT,2026-03-31,0.290432,0.230848,0.131086,0.248553,0.199864,-0.065199,0.023497,0.077673,0.057486,189.994737,24.905677,-12.387464,124.613243,117.369825,29.172616,145.962474,0.005263,-2.211346,0.796948,16.157534,4.197531,0.608428,,0.179249,1.744062,,1.605195,0.010555,0.015322,quarterly
HOLX,2025-12-31,0.559649,0.22991,0.17093,0.311987,0.185913,0.034146,0.019508,0.024225,0.031266,,,,,,,,,0.480506,0.274522,1.042215,9.322464,4.040156,3.316409,0.114131,1.793564,589.073277,1.28364,0.033499,0.025673,quarterly
HON,2026-03-31,0.387072,0.189981,0.089795,0.174888,-0.095483,0.060412,0.011096,0.030968,0.023929,86.835948,7.797475,5.245939,-81.663589,61.119646,10.689086,-111.947668,0.011516,2.703385,0.496553,15.485929,3.488764,1.385103,1.096717,0.123574,1.134086,344.18542,-0.791717,0.02439,0.006234,quarterly
HONA,2026-03-31,0.37454,0.18727,0.115809,0.220588,-0.08318,-0.141653,0.023592,0.052567,0.054598,133.080105,15.41185,-18.851145,-185.282798,,,,0.007514,-4.453626,0.74175,15.464583,4.182266,1.617237,0.852916,0.203717,2.008306,424.31865,-0.446429,0.03148,0.005744,quarterly
HOOD,2026-03-31,0.805998,0.385192,0.328022,0.406748,1.893158,0.037558,0.007697,0.015238,0.041431,257.184259,84.362222,9.659244,44.561629,195.215398,79.403451,41.942318,0.003888,1.436528,0.294388,19.297235,,1.221044,,0.023464,0.057369,,5.822857,0.01687,0.086223,quarterly
HPE,2026-04-30,0.365237,0.077262,0.058438,0.159393,0.077449,0.024672,0.007848,0.015825,0.015703,97.235587,5.682244,2.39898,73.367602,45.092835,7.187489,92.802909,0.010284,0.840028,0.267205,9.373678,,1.088378,0.753475,0.134294,1.804021,79.707781,2.259615,0.054598,0.020416,quarterly
HPQ,2026-04-30,0.209328,0.068087,0.031233,0.060938,0.052471,-3.125,0.010481,0.094039,0.048233,50.481653,1.576676,-157.755164,30.048603,34.029321,2.073691,39.520825,0.019809,-75.444444,0.253028,6.791572,5.07438,0.794014,0.48934,0.335569,2.352327,-164.273547,2.057778,0.011799,0.007773,quarterly
HRL,2026-04-30,0.174429,0.067242,0.052975,0.099143,0.032552,0.01981,0.011801,0.014128,0.019572,88.723955,4.700167,1.757599,144.388117,46.310567,4.591345,141.045145,0.011271,0.359319,0.21405,6.886709,11.395671,1.93789,0.966666,0.222762,4.080596,250.305479,1.136308,0.027644,0.003205,quarterly
HSIC,2026-03-31,0.317696,0.057601,0.03177,0.080166,-0.04038,0.032762,0.009466,0.021704,0.023604,93.496913,2.970359,3.063126,-73.560072,56.189516,4.504504,-111.552715,0.010696,1.147887,0.331653,12.111111,4.846154,1.363664,0.752806,0.297948,1.959279,340.520641,-0.906542,0.01158,0.000891,quarterly
HST,2026-03-31,0.548936,0.189666,0.300304,0.466261,0.133739,0.07236,0.037555,0.025345,0.048459,33.620982,10.096514,2.432806,75.494386,26.760119,12.47721,93.295504,0.029743,0.826864,0.429147,4.401565,9.779661,1.688853,,0.125057,,,0.692308,0.074164,0.003647,quarterly
HSY,2026-03-31,0.3939,0.20833,0.140168,0.251419,0.114107,0.091914,0.031435,0.0474,0.05994,79.914988,11.201527,7.345274,98.166645,50.708869,12.74918,111.729788,0.012513,1.200112,0.410449,5.643922,11.825479,1.239735,0.769593,0.224269,3.185215,200.406251,1.077455,0.036917,0.005519,quarterly
HUBB,2026-03-31,0.333158,0.17393,0.119865,0.210061,0.030329,0.048241,0.021597,0.032202,0.0389,142.036258,17.025247,6.851932,561.351992,88.055843,18.497126,609.882424,0.00704,0.726715,0.32535,6.501569,11.745455,1.578817,0.936845,0.18018,1.556548,427.206379,0.476348,0.026769,0.009494,quarterly
HUM,2026-03-31,,,0.029913,,0.028576,0.063832,0.021454,,,40.492918,1.211274,2.584747,42.387114,,1.021403,35.742806,0.024696,0.753122,0.25313,,9.264249,,,0.717221,7.598314,,1.057336,0.003052,0.001286,quarterly
HWM,2026-03-31,0.369217,0.285344,0.250757,0.35668,0.15521,0.105034,0.044387,0.052966,0.069847,187.933237,47.125498,19.739456,303.624728,135.047612,48.168733,310.346184,0.005321,0.848606,0.358613,2.728485,17.465116,2.443629,1.590497,0.177011,2.460638,377.742623,0.781034,0.04064,0.009079,quarterly
IBKR,2026-03-31,0.896825,0.856387,0.100907,0.891156,1.354875,0.047807,0.001221,0.368083,0.043335,575.127307,58.034388,27.494895,42.833749,-15.362708,-13.690577,-10.104677,0.001739,0.002149,5.5e-05,,2.234899,1.170176,,0.012096,0.030574,,13.524345,0.009826,0.012472,quarterly
IBM,2026-03-31,0.562292,0.139411,0.076396,0.196896,0.300182,0.036878,0.007783,0.019568,0.016017,164.379446,12.557982,6.06191,41.834535,82.31825,16.208167,53.994432,0.006083,2.11688,0.446793,17.722399,3.932347,0.795841,0.759033,0.101882,2.451409,14.638066,4.250822,0.024565,0.03179,quarterly
ICE,2026-03-31,0.609384,0.465357,0.385434,0.677578,0.313693,0.047934,0.007886,0.025835,0.039261,55.890885,21.542232,2.679077,68.672888,39.927465,27.053962,86.243324,0.017892,0.711887,0.117119,7.85306,10.344828,1.010948,,0.02046,1.539043,,0.938429,0.048009,0.021277,quarterly
IDXX,2026-03-31,0.633526,0.317829,0.244075,0.351384,0.203769,0.178938,0.082247,0.112006,0.174135,160.754224,39.236138,28.765044,192.551839,113.919094,40.029358,196.444575,0.006221,0.710397,0.326525,1.944099,46.916807,1.118647,0.82446,0.336973,1.890202,413.478196,0.956193,0.029614,0.014323,quarterly
IEX,2026-03-31,0.448867,0.202729,0.135303,0.255609,0.096967,0.029631,0.017345,0.023186,0.026978,138.741222,18.772068,4.111054,193.592403,79.226496,20.251039,208.844729,0.007208,0.468986,0.274521,5.673136,10.8125,3.392688,2.402569,0.128191,1.722136,418.192013,0.864167,0.019957,0.017815,quarterly
IFF,2026-03-31,0.371397,0.101788,0.061656,0.18205,0.033564,0.011969,0.006721,0.011383,0.011768,118.134505,7.28374,1.413933,217.00795,51.911284,9.450467,281.56229,0.008465,0.455737,0.255926,10.531062,5.75,1.491632,0.841427,0.109012,1.497814,455.316409,1.52071,0.060197,0.005837,quarterly
INCY,2026-03-31,0.91789,0.254718,0.23834,0.289132,0.278273,0.053946,0.041331,0.050896,0.058838,77.224339,18.405673,4.165943,66.142574,52.852159,15.281236,54.914604,0.012949,0.007012,0.005373,,604.866432,3.681579,3.60396,0.17341,1.210344,-93.121955,1.217654,0.011943,0.050387,quarterly
INTC,2026-03-31,0.393828,0.068793,-0.274582,-0.040215,-0.187081,-0.033467,-0.018156,0.005971,-0.020634,-128.130641,35.18237,4.288122,-188.059461,-922.175901,37.085368,-198.231512,-0.007805,0.40425,0.219308,-50.886447,-13.94697,2.311958,1.849768,0.066122,3.339154,342.900256,-0.293991,0.267806,0.045739,quarterly
INTU,2026-04-30,0.839448,0.469736,0.358028,0.505609,0.611825,0.148529,0.077905,0.113604,0.152177,25.986906,9.304029,3.859803,15.207005,18.42937,9.318052,15.229925,0.038481,0.334481,0.175439,0.342269,58.814286,1.452998,,0.217595,10.261391,,1.729765,0.007478,0.056672,quarterly
INVH,2026-03-31,0.551032,0.243911,0.218642,0.612332,0.32148,0.017656,0.008583,0.010007,0.014336,111.474472,24.373045,1.968153,75.815224,59.287345,36.303517,112.926362,0.008971,0.968247,0.470686,19.327819,2.689853,0.788234,,0.039255,10.154957,,1.825747,0.077706,0.014575,quarterly
IP,2026-03-31,0.289231,0.029141,0.010049,0.119578,0.015743,0.004052,0.001647,0.005949,0.007663,331.477641,3.330876,1.343102,211.581473,39.792238,4.758275,302.251683,0.003017,0.644449,0.261926,11.004202,1.704545,1.213064,0.944154,0.163885,1.696789,49.038929,10.183333,0.086585,,quarterly
IQV,2026-03-31,0.326427,0.136112,0.066008,0.194652,0.118285,0.044044,0.009233,0.021011,0.024361,125.637924,8.293132,5.533643,70.111591,60.082668,11.695205,98.873311,0.007959,2.582382,0.541365,17.185644,2.708333,0.746788,,0.139882,2.543505,,2.255474,0.030595,0.015659,quarterly
IR,2026-03-31,0.428974,0.170095,0.103995,0.23311,0.088458,0.018879,0.010544,0.017712,0.018027,167.535345,17.422878,3.16297,196.961687,83.390251,19.439066,219.754235,0.005969,0.476025,0.265866,8.138412,4.603448,2.227079,1.585297,0.101393,1.269379,422.081475,1.039563,0.019651,0.008608,quarterly
IRM,2026-03-31,0.540426,0.209562,0.074201,0.349833,-0.094347,-0.118242,0.006686,0.021606,0.02132,256.42645,19.027206,-30.320306,-201.672447,83.631244,29.256934,-310.098996,0.0039,-15.954361,0.902168,24.880517,1.781617,0.768789,,0.090109,1.359049,,2.356524,0.269204,0.014594,quarterly
ISRG,2026-03-31,0.66064,0.308683,0.296485,0.380865,0.291829,0.047011,0.040848,0.042991,0.046995,148.916539,44.151486,7.000769,151.292279,107.730242,41.03065,140.598224,0.006715,,,,,4.60989,3.592046,0.137775,1.991805,809.064968,1.110043,0.037282,0.07561,quarterly
IT,2026-03-31,0.715887,0.205126,0.147146,0.237512,0.245272,3.507888,0.029045,0.077365,0.083169,42.213799,6.211602,148.081298,25.325364,30.856761,7.328864,29.880561,0.023689,51.410545,0.425668,3.666921,14.892626,0.938673,,0.197386,1.070524,,1.758712,0.013516,0.030357,quarterly
ITW,2026-03-31,0.438247,0.253984,0.191235,0.283616,0.131474,0.237845,0.047221,0.065451,0.095125,103.410912,19.775792,24.59572,150.415872,77.033878,21.848005,166.177249,0.00967,2.833075,0.562469,7.305531,14.246575,1.188332,0.864566,0.246926,1.188166,487.916517,0.811198,0.023655,0.004482,quarterly
IVZ,2026-03-31,0.361364,0.191,0.15397,0.205044,0.113729,0.021918,0.010009,0.012676,0.012814,48.901261,7.529309,1.071798,66.204026,49.79726,10.210651,89.780645,0.020449,0.770273,0.351773,21.620352,13.353909,7.059505,,0.065009,1.423268,,0.791512,0.00814,0.01949,quarterly
J,2026-03-31,0.215134,-0.02197,-0.012418,-0.009002,-0.136648,-0.013934,-0.003842,-0.007205,-0.010781,-339.061435,4.210462,4.724513,-30.812534,-563.271118,5.070518,-37.1065,-0.002949,1.384234,0.381694,-81.546195,-2.179696,1.433775,,0.30941,2.319585,,10.551206,0.005623,0.005708,quarterly
JBHT,2026-03-31,0.126375,0.06774,0.046312,0.126438,0.079427,0.039382,0.017849,0.03164,0.031536,193.308511,8.952554,7.612875,112.714659,74.542753,9.42507,118.663752,0.005173,0.362468,0.164281,3.359421,11.566927,1.258168,,0.385408,2.302519,,2.494034,0.036078,0.005905,quarterly
JBL,2026-05-31,0.094618,0.052108,0.031425,0.070049,0.04011,0.207861,0.011545,0.072883,0.078561,114.698046,3.604384,23.841242,89.863142,55.675304,3.900007,97.233509,0.008719,2.941799,0.163399,3.292007,8.176471,0.98093,0.660418,0.367396,1.59894,-46.982543,1.945455,0.021026,,quarterly
JCI,2026-03-31,0.368284,0.140182,0.099805,0.157441,0.093292,0.045347,0.015983,0.030988,0.028758,139.799086,13.952595,6.339461,149.558184,97.773358,15.393494,165.003207,0.007153,0.704468,0.248292,9.126163,13.3,1.036398,0.854125,0.16014,0.928636,235.290475,1.045677,0.011071,0.00521,quarterly
JKHY,2026-03-31,0.428016,0.243691,0.193155,0.335671,0.191598,0.057567,0.040286,0.054021,0.059022,87.687535,16.937299,5.047881,88.400383,51.00125,17.119641,89.352075,0.011404,0.042158,0.029503,0.32508,116.302545,1.743721,,0.208567,2.202637,,1.51376,0.100793,0.01288,quarterly
JNJ,2026-03-31,0.66312,0.265772,0.217563,0.343529,0.060884,0.064482,0.026059,0.041043,0.043736,116.355707,25.314692,7.502798,415.78302,77.67459,26.683491,438.264954,0.008594,0.677297,0.273712,4.02843,23.022059,1.025244,0.772576,0.119775,1.357824,454.464429,0.480229,0.043596,0.012468,quarterly
JPM,2026-03-31,,,0.330985,,-4.249413,0.045308,0.003366,,,54.972236,18.195012,2.490707,-4.281771,,8.900909,-2.094621,0.018191,1.419665,0.105462,,,,,0.010169,0.350113,,-12.838669,,,quarterly
KDP,2026-03-31,0.527666,0.190141,0.067907,0.206992,0.040996,0.010688,0.003692,0.011218,0.010109,155.758865,10.577187,1.664815,258.005482,95.245318,19.715014,480.901208,0.00642,1.017656,0.351477,30.144593,2.270463,2.307431,2.124988,0.054361,2.583496,-55.795239,1.040741,0.029678,0.007545,quarterly
KEY,2026-03-31,,,0.273442,,-0.038764,0.026117,0.002767,,,48.695657,13.315418,1.271783,-343.501796,,22.73678,-586.547477,0.020536,0.851854,0.090246,,,,,0.010119,,,-0.118774,0.006286,0.016239,quarterly
KEYS,2026-04-30,0.68608,0.237041,0.203262,0.320326,0.274898,0.055126,0.029732,0.038345,0.04874,154.687224,31.441958,8.527222,114.376782,98.794269,31.646388,115.12044,0.006465,0.435792,0.235049,0.216364,17.72,1.90336,1.511514,0.146277,1.680039,654.715099,1.43553,0.01689,0.03378,quarterly
KHC,2026-03-31,0.366959,0.1915,0.131966,0.246569,0.126674,0.019035,0.009726,0.014528,0.017043,38.456045,5.074901,0.732007,40.062564,32.096531,7.913995,62.475101,0.026004,0.504091,0.257575,11.955064,5.279661,1.19501,0.824681,0.073703,2.62229,36.213278,1.260652,0.039689,0.003638,quarterly
KIM,2026-03-31,0.691374,0.344282,0.295508,0.672246,0.435446,0.015873,0.008419,0.010343,0.01131,106.823982,31.567305,1.695565,72.49414,69.075265,46.435567,106.639023,0.009361,0.79944,0.424055,21.37035,2.630111,3.77536,,0.028491,1.924352,,1.473553,,0.022809,quarterly
KKR,2026-03-31,0.277021,0.107336,0.095287,0.285689,0.404269,0.013288,0.000983,0.003351,0.003474,232.265333,22.131839,3.086312,54.745306,126.724804,36.203911,89.553975,0.004305,1.791535,0.132582,28.399173,1.61549,3.91751,,0.01032,9.057526,,4.310328,0.006449,0.042352,quarterly
KLAC,2026-03-31,0.611232,0.412145,0.351673,0.464491,0.182211,0.205984,0.071176,0.101826,0.113336,231.400812,81.377369,47.664917,446.611183,175.945535,81.725066,448.519399,0.004322,1.054003,0.364202,2.58471,21.117873,3.025673,2.109507,0.202393,1.481947,1049.616176,0.589057,0.024944,0.024579,quarterly
KMB,2026-03-31,0.368484,0.180879,0.159741,0.224838,0.077108,0.370267,0.038699,0.064495,0.072269,54.083812,8.639379,20.025465,112.042788,45.563821,10.244472,132.858992,0.01849,3.944321,0.412244,6.989316,12.810345,0.766478,0.552224,0.24226,2.08046,-69.742492,1.120301,0.10185,0.005525,quarterly
KMI,2026-03-31,0.506628,0.299089,0.202154,0.430199,0.142295,0.03116,0.013357,0.017738,0.02127,73.628966,14.884397,2.294294,104.602432,50.674951,21.800305,153.205055,0.013582,1.019922,0.437185,15.346172,,0.522385,0.407951,0.066072,3.051833,1.151466,1.527664,0.166529,,quarterly
KO,2026-03-31,0.62957,0.350545,0.314625,0.420943,0.140715,0.116671,0.037652,0.048507,0.060924,89.42672,28.13586,10.433516,199.948973,73.112086,30.776015,218.71137,0.011182,1.304968,0.421141,6.345905,13.296,1.35803,1.146662,0.119673,3.393741,-657.131986,0.515036,0.021328,0.00449,quarterly
KR,2026-04-30,0.230437,0.030507,0.019579,0.055376,0.010429,0.139524,0.017955,0.049458,0.042881,39.906883,0.781334,5.567972,74.918744,26.714632,1.479351,141.848585,0.025058,3.737948,0.481031,4.896241,6.631579,0.79054,0.385531,0.917064,21.951928,-24.50763,1.964563,0.028035,0.001236,quarterly
KVUE,2026-03-31,0.588897,0.214377,0.121259,0.23561,0.089537,0.044683,0.017651,0.030676,0.037122,76.881358,9.322528,3.43531,104.119325,47.9574,11.299249,126.196473,0.013007,0.829751,0.327772,8.236699,7.339623,0.98287,0.698948,0.145565,1.562975,38.423248,1.031646,0.035559,0.007419,quarterly
L,2026-03-31,,,0.074889,,-0.029333,0.018018,0.003935,,,69.882038,5.233388,1.259102,-178.410961,,5.969833,-203.517021,0.01431,0.477652,0.104306,,5.097345,,,0.052538,0.409463,,0.21365,0.045333,,quarterly
LDOS,2026-03-31,0.172955,0.122273,0.074545,0.126364,0.061364,0.06543,0.021317,0.037024,0.039559,40.834257,3.044008,2.671781,49.606061,35.848266,4.529917,73.820873,0.024489,1.385198,0.45129,10.570144,8.8,1.396891,1.290292,0.285956,1.453104,69.739538,0.917683,0.007045,0.005682,quarterly
LEN,2026-05-31,0.069896,0.052748,0.038385,0.057197,-0.038192,0.014096,0.009043,0.011303,0.013122,66.307578,2.545217,0.934695,-66.642791,54.488836,3.116585,-81.603249,0.015081,0.278032,0.178367,8.630777,,10.202434,3.152096,0.235594,5.387332,601.510552,-0.933101,0.002375,0.003309,quarterly
LH,2026-03-31,0.286578,0.109453,0.078528,0.154936,0.019929,0.031826,0.014554,0.022353,0.02279,83.641175,6.568159,2.661998,329.581822,53.942201,8.357565,419.371923,0.011956,0.829526,0.379345,9.766466,6.802178,1.726164,1.537713,0.18534,1.545748,207.496167,0.689345,0.034204,0.008961,quarterly
LHX,2026-03-31,0.244081,0.111769,0.089136,0.175313,-0.033774,0.026016,0.012373,0.017981,0.022118,102.611408,9.146421,2.669565,-270.809489,68.936884,12.085557,-357.832176,0.009746,0.577083,0.274456,10.692155,5.330882,1.034066,0.890594,0.138811,3.004184,62.989614,-0.185547,0.017235,0.01445,quarterly
LII,2026-03-31,0.309488,0.146331,0.103251,0.168531,-0.034711,0.096548,0.027302,0.049653,0.05403,161.508076,16.67584,15.593333,-480.425038,108.904579,18.353842,-528.767662,0.006192,1.610429,0.455401,7.353894,10.664474,1.572224,0.636286,0.264426,1.751968,555.315334,0.137372,0.048894,0.00555,quarterly
LIN,2026-03-31,0.484911,0.270584,0.211479,0.39221,0.102266,0.048151,0.021514,0.028018,0.03515,127.779142,27.022647,6.152722,264.23816,75.870888,29.757356,290.97922,0.007826,0.682389,0.304895,6.49187,40.209677,0.828471,0.693392,0.101732,1.650254,174.372894,1.206247,0.15283,0.004669,quarterly
LITE,2026-03-31,0.441613,0.217219,0.178377,0.317417,0.097848,0.048497,0.020518,0.022024,0.060077,395.377222,70.526219,19.174479,720.776175,205.317986,65.171444,666.050508,0.002529,1.114448,0.471506,2.587685,30.645161,1.137221,0.973508,0.115027,1.830616,393.530217,1.413315,0.154255,0.05146,quarterly
LLY,2026-03-31,0.819334,0.493863,0.373554,0.519572,0.141573,0.237066,0.063444,0.109585,0.122314,142.166192,53.106781,33.702839,375.119928,105.915159,55.030519,388.708255,0.007034,1.390153,0.372032,3.702537,,1.496834,1.100235,0.169838,1.074339,1309.131429,0.721065,0.127784,0.008132,quarterly
LMT,2026-03-31,0.11531,0.114478,0.08257,0.135453,-0.016148,0.198691,0.025119,0.061392,0.054996,78.833229,6.509286,15.663486,-403.105996,55.758642,7.55268,-467.721114,0.012685,2.763653,0.349387,7.702991,7.594796,1.135355,0.942915,0.304214,7.760982,36.59044,0.147849,0.028356,0.004606,quarterly
LNT,2026-03-31,0.425676,0.210304,0.189189,0.445946,0.310811,0.030181,0.009028,0.012927,0.013241,86.269147,16.32119,2.60365,52.511655,58.805469,26.224061,84.373064,0.011592,1.595257,0.477169,22.206439,2.147887,0.688414,0.534308,0.047717,2.382294,53.912212,1.642857,,,quarterly
LOW,2026-04-30,0.326848,0.110668,0.070543,0.138964,0.122584,-0.17562,0.029632,0.067295,0.073932,71.927229,5.073989,-12.63188,41.391845,49.518671,6.881289,56.135163,0.013903,-4.588997,0.774285,11.585594,6.281863,1.093124,0.18324,0.420051,20.050391,170.26593,2.05774,0.022576,0.002817,quarterly
